consecutivo,tipoacuerdo,municipio,cod_municipio,subregion,fase,nropobla,aportegob,aportemun,aporteotr,fechainicio,fechafin,cantidadtotal,departamento,cod_divipola_depto,municipio_subsidio,cod_divipola_mun,programa,anio_asignacion,estado_postulacion,hogares,valor_asignado,tiene_subsidio
2020070784,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,3500,30000000,20000000,0,2020-10-01,2020-12-15,1,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Bolsa Desplazados,2008,Asignados,1,11537500,Con subsidio
2020070784,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,3500,30000000,20000000,0,2020-10-01,2020-12-15,1,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070784,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,3500,30000000,20000000,0,2020-10-01,2020-12-15,1,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020071817,Gestion,Buriticá,5113,Occidente,Fase II,200,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070795,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,7400,3500000,3500000,0,2020-10-05,2020-10-30,40,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2018,Asignados,2,46874520,Con subsidio
2020070795,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,7400,3500000,3500000,0,2020-10-05,2020-10-30,40,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Bolsa Desplazados,2008,Asignados,1,11537500,Con subsidio
2020070795,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,7400,3500000,3500000,0,2020-10-05,2020-10-30,40,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,Semillero de Propietarios Ahorro,2022,Asignados,1,6000000,Con subsidio
2020070795,Ejecucion,Santa Rosa de Osos,5686,Norte,Fase I,7400,3500000,3500000,0,2020-10-05,2020-10-30,40,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686,MI CASA YA,2019,Asignados,1,24843480,Con subsidio
2020071445,Ejecucion,Segovia,5736,Nordeste,Fase I,300,30000000,20000000,0,2020-10-01,2020-12-15,4,ANTIOQUIA,5,SEGOVIA,5736,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020071302,Ejecucion,Caicedo,5125,Occidente,Fase III,167,196627000,454000000,364000000,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071112,Ejecucion,Alejandría,5021,Oriente,Fase I,300,31044032,0,0,2020-10-01,2021-02-10,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071250,Ejecucion,Sonsón,5756,Oriente,Fase II,36625,2250000,1125000,0,2020-10-01,2020-12-15,30,ANTIOQUIA,5,SONSÓN,5756,Bolsa Atentados terroristas,2007,Asignados,22,188496000,Con subsidio
2020070051,Gestion,Cañasgordas,5138,Occidente,Fase I,4000,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070705,Ejecucion,Angelópolis,5036,Suroeste,Fase I,40,28492000,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071221,Ejecucion,Amagá,5030,Suroeste,Fase I,100,40000000,0,0,2021-02-12,2021-12-31,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071345,Ejecucion,Anzá,5044,Occidente,Fase I,253,34617199,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071076,Ejecucion,Urrao,5847,Suroeste,Fase II,4275,25000000,15000000,0,2020-10-01,2020-12-15,7,ANTIOQUIA,5,URRAO,5847,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,5,64375000,Con subsidio
2020071649,Gestion,Cañasgordas,5138,Occidente,Fase I,3500,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071407,Ejecucion,Valdivia,5854,Norte,Fase I,17017,5450000,5000000,0,2020-09-02,2020-12-15,7,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020071476,Ejecucion,Briceño,5107,Norte,Fase I,82,34167966,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071409,Ejecucion,Valdivia,5854,Norte,Fase I,1500,2500000,2500000,0,2020-10-15,2020-12-15,15,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020071764,Ejecucion,Cañasgordas,5138,Occidente,Fase I,3800,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071249,Gestion,Amagá,5030,Suroeste,Fase I,50,0,0,0,0001-01-01,0001-01-01,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071410,Ejecucion,Valdivia,5854,Norte,Fase I,1500,3000000,3000000,0,2020-10-05,2020-10-30,30,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020071372,Gestion,Anzá,5044,Occidente,Fase I,253,2972000,0,0,2020-09-10,2020-12-07,2,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071557,Ejecucion,Valdivia,5854,Norte,Fase I,17017,30000000,29476000,0,2020-10-01,2020-12-15,6,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020070033,Gestion,Carolina del Príncipe,5150,Norte,Fase I,39,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071263,Ejecucion,Amagá,5030,Suroeste,Fase I,100,0,0,0,2020-11-01,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070955,Ejecucion,Valparaíso,5856,Suroeste,Fase I,6201,3000000,1000000,0,2020-10-05,2020-10-30,20,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020070955,Ejecucion,Valparaíso,5856,Suroeste,Fase I,6201,3000000,1000000,0,2020-10-05,2020-10-30,20,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2018,Asignados,1,15624840,Con subsidio
2020070375,Gestion,Chigorodó,5172,Urabá,Fase I,500,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071630,Ejecucion,San Pedro de los Milagros,5664,Norte,Fase I,5803,900000000,900000000,0,2020-12-30,2021-08-30,3200,ANTIOQUIA,5,SAN PEDRO DE LOS MILAGROS,5664,MI CASA YA,2022,Asignados,2,50000000,Con subsidio
2020070654,Ejecucion,Angelópolis,5036,Suroeste,Fase I,68,40000000,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070019,Viabilidad,Cisneros,5190,Nordeste,Fase I,150,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070552,Ejecucion,Arboletes,5051,Urabá,Fase I,180,34557132,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,ARBOLETES,5051,MI CASA YA,2023,Asignados,1,34800000,Con subsidio
2020070542,Ejecucion,Betulia,5093,Suroeste,Fase I,1250,0,0,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071807,Ejecucion,Valparaíso,5856,Suroeste,Fase I,6201,5450000,2550000,0,2020-09-16,2020-12-15,7,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020071807,Ejecucion,Valparaíso,5856,Suroeste,Fase I,6201,5450000,2550000,0,2020-09-16,2020-12-15,7,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2018,Asignados,1,15624840,Con subsidio
2020070418,Ejecucion,Angostura,5038,Norte,Fase I,11437,0,0,0,2020-11-01,2020-12-31,100,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070567,Gestion,Arboletes,5051,Urabá,Fase I,10800,4458000,0,0,2020-09-10,2020-12-07,3,ANTIOQUIA,5,ARBOLETES,5051,MI CASA YA,2023,Asignados,1,34800000,Con subsidio
2020071942,Ejecucion,Valparaíso,5856,Suroeste,Fase I,6201,20000000,10000000,0,2020-10-01,2020-12-15,17,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2021,Asignados,1,27255780,Con subsidio
2020071942,Ejecucion,Valparaíso,5856,Suroeste,Fase I,6201,20000000,10000000,0,2020-10-01,2020-12-15,17,ANTIOQUIA,5,VALPARAÍSO,5856,MI CASA YA,2018,Asignados,1,15624840,Con subsidio
2020070020,Viabilidad,Cisneros,5190,Nordeste,Fase I,300,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070560,Ejecucion,Yarumal,5887,Norte,Fase I,60,1500000,1500000,0,2020-10-15,2020-12-15,15,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070560,Ejecucion,Yarumal,5887,Norte,Fase I,60,1500000,1500000,0,2020-10-15,2020-12-15,15,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070560,Ejecucion,Yarumal,5887,Norte,Fase I,60,1500000,1500000,0,2020-10-15,2020-12-15,15,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020072063,Viabilidad,Concepción,5206,Oriente,Fase I,8,140000000,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070565,Ejecucion,Yarumal,5887,Norte,Fase I,63,1500000,1500000,0,2020-10-05,2020-10-30,30,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070565,Ejecucion,Yarumal,5887,Norte,Fase I,63,1500000,1500000,0,2020-10-05,2020-10-30,30,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070565,Ejecucion,Yarumal,5887,Norte,Fase I,63,1500000,1500000,0,2020-10-05,2020-10-30,30,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020070571,Ejecucion,Yarumal,5887,Norte,Fase I,50,5450000,10000000,0,2020-09-02,2020-12-15,7,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070571,Ejecucion,Yarumal,5887,Norte,Fase I,50,5450000,10000000,0,2020-09-02,2020-12-15,7,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070571,Ejecucion,Yarumal,5887,Norte,Fase I,50,5450000,10000000,0,2020-09-02,2020-12-15,7,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020071305,Gestion,Campamento,5134,Norte,Fase I,1800,4458000,0,0,2020-09-10,2020-12-07,3,ANTIOQUIA,5,CAMPAMENTO,5134,Programa Vivienda Gratuita Fase I,2015,Asignados,4,147840000,Con subsidio
2020071839,Viabilidad,Concordia,5209,Suroeste,Fase I,120,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,CONCORDIA,5209,Programa Vivienda Gratuita Fase I,2015,Asignados,2,70740000,Con subsidio
2020070576,Ejecucion,Yarumal,5887,Norte,Fase I,55,30000000,30000000,0,2020-10-01,2020-12-15,12,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070576,Ejecucion,Yarumal,5887,Norte,Fase I,55,30000000,30000000,0,2020-10-01,2020-12-15,12,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070576,Ejecucion,Yarumal,5887,Norte,Fase I,55,30000000,30000000,0,2020-10-01,2020-12-15,12,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020070277,Viabilidad,Arboletes,5051,Urabá,Fase III,320,0,0,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,ARBOLETES,5051,MI CASA YA,2023,Asignados,1,34800000,Con subsidio
2020071331,Ejecucion,Anorí,5040,Nordeste,Fase III,1200,160000000,40000000,0,2020-11-01,2020-12-30,10,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071850,Viabilidad,Concordia,5209,Suroeste,Fase I,320,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,CONCORDIA,5209,Programa Vivienda Gratuita Fase I,2015,Asignados,2,70740000,Con subsidio
2020070773,Gestion,Ciudad Bolívar,5101,Suroeste,Fase III,1500,4458000,0,0,2020-09-10,2020-12-07,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071251,Ejecucion,Anzá,5044,Occidente,Fase I,120,100000000,31535000,67000000,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070525,Ejecucion,Arboletes,5051,Urabá,Fase III,400,0,0,0,2020-11-01,2020-12-30,20,ANTIOQUIA,5,ARBOLETES,5051,MI CASA YA,2023,Asignados,1,34800000,Con subsidio
2020072081,Gestion,Concordia,5209,Suroeste,Fase I,17,1486000,0,0,2020-09-10,2020-12-07,1,ANTIOQUIA,5,CONCORDIA,5209,Programa Vivienda Gratuita Fase I,2015,Asignados,2,70740000,Con subsidio
2020070532,Viabilidad,Angostura,5038,Norte,Fase I,20,0,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070591,Ejecucion,Donmatías,5237,Norte,Fase I,22243,35337666,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020071681,Ejecucion,Ebéjico,5240,Occidente,Fase III,33,32380600,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071028,Ejecucion,Betania,5091,Suroeste,Fase I,3958,100000000,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070889,Ejecucion,Fredonia,5282,Suroeste,Fase III,17661,32294099,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070730,Gestion,Fredonia,5282,Suroeste,Fase I,17661,4458000,0,0,2020-09-10,2021-12-07,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070872,Ejecucion,Frontino,5284,Occidente,Fase II,350,34030967,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,FRONTINO,5284,Programa Vivienda Gratuita Fase I,2015,Asignados,2,73920000,Con subsidio
2020070872,Ejecucion,Frontino,5284,Occidente,Fase II,350,34030967,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,FRONTINO,5284,Bolsa Saludable,2008,Apto con subsidio vencido,5,18460000,Con subsidio
2020071457,Gestion,Dabeiba,5234,Occidente,Fase III,350,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,DABEIBA,5234,Casa Digna Vida Digna,2025,Asignados,1,13920000,Con subsidio
2020070708,Ejecucion,Betulia,5093,Suroeste,Fase I,500,50000000,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071393,Ejecucion,Jericó,5368,Suroeste,Fase III,100,29749300,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,JERICÓ,5368,Bolsa Esfuerzo Territorial,2003,Asignados,1,7107000,Con subsidio
2020070592,Viabilidad,Donmatías,5237,Norte,Fase I,380,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020071831,Gestion,Donmatías,5237,Norte,Fase I,45,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020071394,Gestion,Jericó,5368,Suroeste,Fase III,200,4458000,0,0,2020-09-10,2020-12-07,3,ANTIOQUIA,5,JERICÓ,5368,Bolsa Esfuerzo Territorial,2003,Asignados,1,7107000,Con subsidio
2020071746,Gestion,Ebéjico,5240,Occidente,Fase II,100,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070545,Ejecucion,La Unión,5400,Oriente,Fase II,460,33362966,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071754,Gestion,Ebéjico,5240,Occidente,Fase II,200,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020072056,Ejecucion,Liborina,5411,Occidente,Fase I,1886,32779532,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071622,Ejecucion,Nechí,5495,Bajo Cauca,Fase I,28906,37122966,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070471,Ejecucion,El Peñol,5541,Oriente,Fase II,370,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,PEÑOL,5541,Casa Digna Vida Digna,2024,Asignados,1,15600000,Con subsidio
2020071315,Gestion,Peque,5543,Occidente,Fase I,2562,4458000,0,0,2020-09-10,2020-12-07,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071616,Ejecucion,San Pedro de los Milagros,5664,Norte,Fase I,150,34772966,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,SAN PEDRO DE LOS MILAGROS,5664,MI CASA YA,2022,Asignados,2,50000000,Con subsidio
2020070138,Ejecucion,Caicedo,5125,Occidente,Fase III,250,141151000,60493000,0,2021-02-12,2021-12-30,22,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070813,Ejecucion,El Peñol,5541,Oriente,Fase I,102,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,PEÑOL,5541,Casa Digna Vida Digna,2024,Asignados,1,15600000,Con subsidio
2020070450,Gestion,Entrerríos,5264,Norte,Fase I,400,0,0,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070137,Gestion,San Vicente Ferrer,5674,Oriente,Fase III,300,4458000,0,0,2020-09-10,2020-12-07,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071713,Ejecucion,Fredonia,5282,Suroeste,Fase II,72,0,0,0,2020-09-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071173,Viabilidad,Campamento,5134,Norte,Fase III,200,0,0,0,2021-02-01,2021-12-30,0,ANTIOQUIA,5,CAMPAMENTO,5134,Programa Vivienda Gratuita Fase I,2015,Asignados,4,147840000,Con subsidio
2020071161,Ejecucion,Santa Fe de Antioquia,5042,Occidente,Fase III,200,34625000,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071783,Ejecucion,Cañasgordas,5138,Occidente,Fase I,173,125000000,0,0,2021-02-12,2021-12-30,10,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071113,Viabilidad,Fredonia,5282,Suroeste,Fase I,84,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071526,Ejecucion,Santo Domingo,5690,Nordeste,Fase I,3600,32466733,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070926,Viabilidad,Caracolí,5142,Magdalena Medio,Fase II,1757,0,0,0,2021-02-01,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070927,Gestion,Frontino,5284,Occidente,Fase II,250,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,FRONTINO,5284,Programa Vivienda Gratuita Fase I,2015,Asignados,2,73920000,Con subsidio
2020070927,Gestion,Frontino,5284,Occidente,Fase II,250,0,0,0,2021-01-01,2023-12-31,1,ANTIOQUIA,5,FRONTINO,5284,Bolsa Saludable,2008,Apto con subsidio vencido,5,18460000,Con subsidio
2020070476,Viabilidad,Chigorodó,5172,Urabá,Fase I,350,0,0,0,2021-02-01,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070172,Gestion,Giraldo,5306,Occidente,Fase I,550,0,0,0,2021-01-01,2023-12-31,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071521,Gestion,Santo Domingo,5690,Nordeste,Fase I,3600,4458000,0,0,2020-09-10,2021-12-07,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071205,Ejecucion,Segovia,5736,Nordeste,Fase I,3600,30197800,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,SEGOVIA,5736,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020072123,Ejecucion,Betulia,5093,Suroeste,Fase I,100,120000000,0,0,2021-10-01,2021-12-30,20,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071191,Gestion,Segovia,5736,Nordeste,Fase I,3600,7430000,0,0,2020-09-10,2020-12-07,5,ANTIOQUIA,5,SEGOVIA,5736,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020070449,Ejecucion,Toledo,5819,Norte,Fase III,5417,34132732,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071065,Ejecucion,Valdivia,5854,Norte,Fase III,250,32740899,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020070076,Ejecucion,Cisneros,5190,Nordeste,Fase II,200,66856400,44350000,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070947,Gestion,Valdivia,5854,Norte,Fase III,6,2972000,0,0,2020-09-10,2020-12-07,2,ANTIOQUIA,5,VALDIVIA,5854,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,1,15450000,Con subsidio
2020071593,Ejecucion,Venecia,5861,Suroeste,Fase I,1000,32617434,0,0,2020-10-01,2021-02-01,1,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071619,Gestion,Venecia,5861,Suroeste,Fase I,1100,4458000,0,0,2020-09-10,2020-12-07,3,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071075,Viabilidad,El Peñol,5541,Oriente,Fase II,200,0,0,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,PEÑOL,5541,Casa Digna Vida Digna,2024,Asignados,1,15600000,Con subsidio
2020070091,Ejecucion,Yarumal,5887,Norte,Fase I,250,33244414,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020070091,Ejecucion,Yarumal,5887,Norte,Fase I,250,33244414,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2020,Apto con subsidio vencido,1,26334090,Con subsidio
2020070091,Ejecucion,Yarumal,5887,Norte,Fase I,250,33244414,0,0,2020-10-01,2021-02-01,1,ANTIOQUIA,5,YARUMAL,5887,MI CASA YA,2021,Asignados,2,45426300,Con subsidio
2020070751,Ejecucion,Concepción,5206,Oriente,Fase I,80,65990000,19000000,50000000,2021-02-12,2021-12-30,10,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020071916,Ejecucion,Dabeiba,5234,Occidente,Fase II,100,160000000,40000000,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,DABEIBA,5234,Casa Digna Vida Digna,2025,Asignados,1,13920000,Con subsidio
2020071823,Viabilidad,Donmatías,5237,Norte,Fase I,22243,0,0,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,DONMATÍAS,5237,MI CASA YA,2020,Asignados,2,52668180,Con subsidio
2020071759,Ejecucion,Ebéjico,5240,Occidente,Fase II,50,70000000,8000000,0,2021-02-12,2021-12-30,50,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070455,Viabilidad,Entrerríos,5264,Norte,Fase III,4728,0,0,0,2021-02-12,2021-12-30,0,Sin dato,0,Sin dato,0,Sin subsidio asignado,0,Sin subsidio asignado,0,0,Sin subsidio
2020070818,Ejecucion,Frontino,5284,Occidente,Fase III,500,130000000,10450000,0,2021-02-12,2021-12-30,0,ANTIOQUIA,5,FRONTINO,5284,Programa Vivienda Gratuita Fase I,2015,Asignados,2,73920000,Con subsidio
